shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
S400039,40.638082,-74.162319,110009
S400039,40.638002,-74.162179,110010
S400039,40.637952,-74.162058,110011
S400039,40.637952,-74.162058,120001
S400039,40.637902,-74.161939,120002
S400039,40.637842,-74.161779,120003
S400039,40.637652,-74.161259,120004
S400039,40.637572,-74.161089,120005
S400039,40.637482,-74.160909,120006
S400039,40.637432,-74.160799,120007
S400039,40.637162,-74.160229,120008
S400039,40.637132,-74.160159,120009
S400039,40.637082,-74.160018,120010
S400039,40.637043,-74.159902,120011
S400039,40.637043,-74.159902,130001
S400039,40.637042,-74.159899,130002
S400039,40.637002,-74.159729,130003
S400039,40.636922,-74.159408,130004
S400039,40.636862,-74.159159,130005
S400039,40.636842,-74.159039,130006
S400039,40.636822,-74.158759,130007
S400039,40.636822,-74.158139,130008
S400039,40.636822,-74.157939,130009
S400039,40.636833,-74.157560,130010
S400039,40.636833,-74.157560,140001
S400039,40.636852,-74.156939,140002
S400039,40.636852,-74.156189,140003
S400039,40.636806,-74.154884,140004
S400039,40.636806,-74.154884,150001
S400039,40.636802,-74.154769,150002
S400039,40.636792,-74.153869,150003
S400039,40.636872,-74.152859,150004
S400039,40.636932,-74.152099,150005
S400039,40.636932,-74.152069,150006
S400039,40.636982,-74.151399,150007
S400039,40.636992,-74.151285,150008
S400039,40.636992,-74.151285,160001
S400039,40.637072,-74.150369,160002
S400039,40.637112,-74.150079,160003
S400039,40.637212,-74.149519,160004
S400039,40.637346,-74.148624,160005
S400039,40.637346,-74.148624,170001
S400039,40.637362,-74.148519,170002
S400039,40.637412,-74.148139,170003
S400039,40.637582,-74.147009,170004
S400039,40.637617,-74.146765,170005
S400039,40.637617,-74.146765,180001
S400039,40.637722,-74.146039,180002
S400039,40.637782,-74.145729,180003
S400039,40.637912,-74.144989,180004
S400039,40.637920,-74.144948,180005
S400039,40.637920,-74.144948,190001
S400039,40.637952,-74.144779,190002
S400039,40.638282,-74.144098,190003
S400039,40.638472,-74.143699,190004
S400039,40.638552,-74.143529,190005
S400039,40.638662,-74.143289,190006
S400039,40.638722,-74.143169,190007
S400039,40.638852,-74.142869,190008
S400039,40.639064,-74.142311,190009
S400039,40.639064,-74.142311,200001
S400039,40.639122,-74.142159,200002
S400039,40.639292,-74.141749,200003
S400039,40.639482,-74.141299,200004
S400039,40.639592,-74.141019,200005
S400039,40.639672,-74.140729,200006
S400039,40.639712,-74.140549,200007
S400039,40.639752,-74.140129,200008
S400039,40.639772,-74.139909,200009
S400039,40.639752,-74.139699,200010
S400039,40.639732,-74.139389,200011
S400039,40.639722,-74.139269,200012
S400039,40.639717,-74.139175,200013
S400039,40.639717,-74.139175,210001
S400039,40.639712,-74.139089,210002
S400039,40.639692,-74.138889,210003
S400039,40.639682,-74.138749,210004
S400039,40.639702,-74.138589,210005
S400039,40.639732,-74.138479,210006
S400039,40.639832,-74.138149,210007
S400039,40.639862,-74.138059,210008
S400039,40.639882,-74.137979,210009
S400039,40.639952,-74.137759,210010
S400039,40.639982,-74.137659,210011
S400039,40.640012,-74.137549,210012
S400039,40.640112,-74.137249,210013
S400039,40.640182,-74.136998,210014
S400039,40.640212,-74.136859,210015
