shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
Q060384,40.676174,-73.790402,90009
Q060384,40.676174,-73.790402,100001
Q060384,40.676697,-73.790685,100002
Q060384,40.677355,-73.790954,100003
Q060384,40.677489,-73.791007,100004
Q060384,40.677812,-73.791132,100005
Q060384,40.678025,-73.791209,100006
Q060384,40.678683,-73.791457,100007
Q060384,40.679373,-73.791720,100008
Q060384,40.679783,-73.791874,100009
Q060384,40.680497,-73.792090,100010
Q060384,40.680639,-73.792131,100011
Q060384,40.680639,-73.792131,110001
Q060384,40.681174,-73.792283,110002
Q060384,40.681876,-73.792484,110003
Q060384,40.682534,-73.792658,110004
Q060384,40.682579,-73.792659,110005
Q060384,40.682696,-73.792658,110006
Q060384,40.682740,-73.792658,110007
Q060384,40.682871,-73.792640,110008
Q060384,40.682871,-73.792640,120001
Q060384,40.683408,-73.792563,120002
Q060384,40.683532,-73.792554,120003
Q060384,40.684138,-73.792554,120004
Q060384,40.684198,-73.792567,120005
Q060384,40.684475,-73.792624,120006
Q060384,40.684681,-73.792707,120007
Q060384,40.684778,-73.792750,120008
Q060384,40.684873,-73.792812,120009
Q060384,40.685239,-73.793063,120010
Q060384,40.685461,-73.793252,120011
Q060384,40.686176,-73.793795,120012
Q060384,40.686176,-73.793795,130001
Q060384,40.686299,-73.793888,130002
Q060384,40.686368,-73.793940,130003
Q060384,40.686962,-73.794376,130004
Q060384,40.687495,-73.794776,130005
Q060384,40.688131,-73.795208,130006
Q060384,40.688680,-73.795600,130007
Q060384,40.688778,-73.795674,130008
Q060384,40.688778,-73.795674,140001
Q060384,40.688911,-73.795774,140002
Q060384,40.689175,-73.795982,140003
Q060384,40.689311,-73.796111,140004
Q060384,40.689872,-73.796639,140005
Q060384,40.690049,-73.796822,140006
Q060384,40.690423,-73.797139,140007
Q060384,40.690648,-73.797331,140008
Q060384,40.691026,-73.797610,140009
Q060384,40.691312,-73.797796,140010
Q060384,40.691671,-73.798037,140011
Q060384,40.691768,-73.798102,140012
Q060384,40.691785,-73.798116,140013
Q060384,40.691785,-73.798116,150001
Q060384,40.691905,-73.798209,150002
Q060384,40.691969,-73.798277,150003
Q060384,40.692112,-73.798397,150004
Q060384,40.692217,-73.798491,150005
Q060384,40.692403,-73.798703,150006
Q060384,40.692501,-73.798808,150007
Q060384,40.692888,-73.799218,150008
Q060384,40.693084,-73.799430,150009
Q060384,40.693377,-73.799743,150010
Q060384,40.693489,-73.799916,150011
Q060384,40.693643,-73.800205,150012
Q060384,40.693792,-73.800525,150013
Q060384,40.693859,-73.800682,150014
Q060384,40.693939,-73.800968,150015
Q060384,40.694030,-73.801262,150016
Q060384,40.694098,-73.801405,150017
Q060384,40.694582,-73.802119,150018
Q060384,40.694677,-73.802257,150019
Q060384,40.694677,-73.802257,160001
Q060384,40.695126,-73.802907,160002
Q060384,40.695675,-73.803701,160003
Q060384,40.696079,-73.804295,160004
Q060384,40.696079,-73.804295,170001
Q060384,40.696178,-73.804441,170002
Q060384,40.696211,-73.804489,170003
Q060384,40.696244,-73.804538,170004
